T1,T2,T3,T4,T5,T1_NAI,T1_NOI,T1_NER,T2_NAI,T2_NOI,T2_NER,T3_NAI,T3_NOI,T3_NER,T4_NAI,T4_NOI,T4_NER,T5_NAI,T5_NOI,T5_NER,AJUDA,TOTAL
1.0,0.502754201855505,0.23952538508161453,0.24043088269269694,0.5687756788855596,0.0,0.0,0.0,0.2933927793815437,0.5002097461362903,0.8591837992458635,0.2375327564540245,0.32157174689276535,0.2375327564540245,0.0,0.0,0.0,0.0,0.0,0.0,0.5565139344176389,0.9796245632542376
0.502754201855505,1.0,-0.14643518405487557,0.07065451853679429,-0.11899917771889672,0.0,0.0,0.0,0.7541922795698857,0.4112292942585683,0.29824508411884043,0.4494445418058291,-0.07400350866086759,0.4494445418058291,0.0,0.0,0.0,0.0,0.0,0.0,0.33121328302285813,0.45261224617839024
0.23952538508161453,-0.14643518405487557,1.0,0.731090609472007,0.735667325406367,0.0,0.0,0.0,-0.16791289837003767,-0.45893107771243075,-0.15412035195723883,0.5469671838007645,-0.1966068746737783,0.5469671838007645,0.0,0.0,0.0,0.0,0.0,0.0,-0.1896654902001307,0.37769540466200496
0.24043088269269694,0.07065451853679429,0.731090609472007,1.0,0.24566034788948246,0.0,0.0,0.0,-0.08647570039732322,-0.29539688191068114,-0.1866093405725406,0.2925447740853367,-0.505598803052963,0.2925447740853367,0.0,0.0,0.0,0.0,0.0,0.0,-0.4985271428501664,0.28536385419843363
0.5687756788855596,-0.11899917771889672,0.735667325406367,0.24566034788948246,1.0,0.0,0.0,0.0,-0.18863488160120595,-0.10362833403620966,0.3937876693375973,0.3575177524249237,0.24482399526965054,0.3575177524249237,0.0,0.0,0.0,0.0,0.0,0.0,0.3324192794041701,0.702318484097504
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.2933927793815437,0.7541922795698857,-0.16791289837003767,-0.08647570039732322,-0.18863488160120595,0.0,0.0,0.0,1.0,0.6454972243679028,0.25819888974716115,0.25819888974716115,0.39999999999999997,0.25819888974716115,0.0,0.0,0.0,0.0,0.0,0.0,0.5916079783099616,0.2466477495854063
0.5002097461362903,0.4112292942585683,-0.45893107771243075,-0.29539688191068114,-0.10362833403620966,0.0,0.0,0.0,0.6454972243679028,1.0,0.75,-0.41666666666666663,0.710046946804693,-0.41666666666666663,0.0,0.0,0.0,0.0,0.0,0.0,0.7637626158259734,0.4166665884096704
0.8591837992458635,0.29824508411884043,-0.15412035195723883,-0.1866093405725406,0.3937876693375973,0.0,0.0,0.0,0.25819888974716115,0.75,1.0,-0.16666666666666669,0.6454972243679028,-0.16666666666666669,0.0,0.0,0.0,0.0,0.0,0.0,0.7637626158259734,0.8023492764373994
0.2375327564540245,0.4494445418058291,0.5469671838007645,0.2925447740853367,0.3575177524249237,0.0,0.0,0.0,0.25819888974716115,-0.41666666666666663,-0.16666666666666669,1.0,-0.25819888974716115,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.119867103594834e-17,0.28743697512599714
0.32157174689276535,-0.07400350866086759,-0.1966068746737783,-0.505598803052963,0.24482399526965054,0.0,0.0,0.0,0.39999999999999997,0.710046946804693,0.6454972243679028,-0.25819888974716115,1.0,-0.25819888974716115,0.0,0.0,0.0,0.0,0.0,0.0,0.8874119674649424,0.29784204972686446
0.2375327564540245,0.4494445418058291,0.5469671838007645,0.2925447740853367,0.3575177524249237,0.0,0.0,0.0,0.25819888974716115,-0.41666666666666663,-0.16666666666666669,1.0,-0.25819888974716115,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.119867103594834e-17,0.28743697512599714
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.5565139344176389,0.33121328302285813,-0.1896654902001307,-0.4985271428501664,0.3324192794041701,0.0,0.0,0.0,0.5916079783099616,0.7637626158259734,0.7637626158259734,-2.119867103594834e-17,0.8874119674649424,-2.119867103594834e-17,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5424072125625241
0.9796245632542376,0.45261224617839024,0.37769540466200496,0.28536385419843363,0.702318484097504,0.0,0.0,0.0,0.2466477495854063,0.4166665884096704,0.8023492764373994,0.28743697512599714,0.29784204972686446,0.28743697512599714,0.0,0.0,0.0,0.0,0.0,0.0,0.5424072125625241,1.0
