T1,T2,T3,T4,T5,T1_NAI,T1_NOI,T1_NER,T2_NAI,T2_NOI,T2_NER,T3_NAI,T3_NOI,T3_NER,T4_NAI,T4_NOI,T4_NER,T5_NAI,T5_NOI,T5_NER,AJUDA,TOTAL
1.0,0.512806761177542,0.37090642586402306,0.7786044830014671,0.051719226059036116,-0.051444507368032945,0.17554569393141647,0.11944001292300052,0.377317322217906,0.4873697144417709,0.49407253203474616,0.0,-0.17313652831986837,0.0,0.6705548908030187,0.1995309675072397,0.37161010956459534,0.37161010956459534,0.15011549378561848,-0.029559895079001905,0.44491404813817714,0.8183262964632738
0.512806761177542,1.0,0.37965352353230336,0.6672319914820943,0.05611990979652675,-0.5353478411152861,-0.39911877040518795,-0.04850246229302215,0.46694942695026215,0.7493652441683717,0.45307375883693857,0.0,-0.014440597891217181,0.0,0.24678316106390744,-0.13492677077998347,-0.13447806786195987,-0.13447806786195987,0.012573382898382142,0.08032582576989548,-0.21826108031859956,0.8768457038130457
0.37090642586402306,0.37965352353230336,1.0,0.6976982610509626,-0.37459475283165455,0.40722658675960316,-0.4666854961753626,0.22622366133063174,0.2695321587062904,0.10281275914949974,0.09319240627146348,0.0,0.7724401509510984,0.0,0.029767640204731886,-0.1942338523358751,-0.05476254801518984,-0.05476254801518984,-0.40845198708059377,-0.39774903295243125,-0.21603340631573845,0.6029950746759808
0.7786044830014671,0.6672319914820943,0.6976982610509626,1.0,-0.20592403456782832,0.1864889166252499,-0.05353562905355668,0.21477889953758394,0.17519383608587324,0.5252260068209156,0.24583900434215383,0.0,0.1960616852811391,0.0,0.5240651456174705,-0.2250489964663612,0.4307261894259222,0.4307261894259222,-0.10345708426240975,-0.3230446420694417,0.0991287228635003,0.9005423080386761
0.051719226059036116,0.05611990979652675,-0.37459475283165455,-0.20592403456782832,1.0,-0.2608631587503756,0.5571363599637155,0.6260234336096607,0.17431276005917387,-0.31808330277121316,-0.22569701445284798,0.0,-0.1558681039039005,0.0,-0.11976903481194724,0.5766299498607459,0.07107585538017863,0.07107585538017863,0.9662078418400257,0.9701230786978768,0.5766469374376312,0.004862044036306875
-0.051444507368032945,-0.5353478411152861,0.40722658675960316,0.1864889166252499,-0.2608631587503756,1.0,0.3208444739598739,0.4950737714883371,-0.3363363969981562,-0.47916752605593516,-0.42008402520840293,0.0,0.5601120336112038,0.0,0.10846522890932807,-0.27116307227332015,0.5601120336112038,0.5601120336112038,-0.1345345587992624,-0.42008402520840293,0.14852213144650114,-0.1970753422177649
0.17554569393141647,-0.39911877040518795,-0.4666854961753626,-0.05353562905355668,0.5571363599637155,0.3208444739598739,1.0,0.5400617248673216,-0.36689969285267143,-0.3563932224836186,-0.38188130791298674,0.0,-0.38188130791298663,0.0,0.29580398915498074,0.29580398915498074,0.7637626158259733,0.7637626158259733,0.7337993857053428,0.38188130791298663,0.8100925873009824,-0.20052838369343018
0.11944001292300052,-0.04850246229302215,0.22622366133063174,0.21477889953758394,0.6260234336096607,0.4950737714883371,0.5400617248673216,1.0,0.11322770341445956,-0.4032795663087215,-0.3535533905932738,0.0,0.4714045207910316,0.0,0.09128709291752767,0.09128709291752765,0.4714045207910316,0.4714045207910316,0.6793662204867574,0.4714045207910316,0.41666666666666663,0.13936568745507721
0.377317322217906,0.46694942695026215,0.2695321587062904,0.17519383608587324,0.17431276005917387,-0.3363363969981562,-0.36689969285267143,0.11322770341445956,1.0,0.4483219332480461,0.8006407690254356,0.0,0.2401922307076307,0.0,0.3721042037676253,-0.06201736729460424,-0.3202563076101742,-0.3202563076101742,0.07692307692307698,0.24019223070763077,-0.2830692585361489,0.47078118692422205
0.4873697144417709,0.7493652441683717,0.10281275914949974,0.5252260068209156,-0.31808330277121316,-0.47916752605593516,-0.3563932224836186,-0.4032795663087215,0.4483219332480461,1.0,0.777713771047819,0.0,-0.3110855084191275,0.0,0.6425754631219991,-0.4819315973414993,0.05184758473652127,0.05184758473652127,-0.27397451476269485,-0.3110855084191276,-0.4032795663087216,0.647878537330955
